hostel_name,checkin_date,checkout_date,city,distance,room_type,room_charge,num_reviews,review_total_score
&AND HOSTEL MINAMISENJU,2022-12-23,2022-12-24,Tokyo,Hostel - 10.7km from city centre,PRIVATE,₩81982,5 Total Reviews,8.0
&AND HOSTEL MINAMISENJU,2022-12-23,2022-12-24,Tokyo,Hostel - 10.7km from city centre,DORMS,₩53696,5 Total Reviews,8.0
Juyoh Hotel,2022-12-23,2022-12-24,Tokyo,Hotel - 10.7km from city centre,PRIVATE,₩30060,124 Total Reviews,7.4
Juyoh Hotel,2022-12-23,2022-12-24,Tokyo,Hotel - 10.7km from city centre,DORMS,e,124 Total Reviews,7.4
Almond hostel & cafe Shibuya,2022-12-23,2022-12-24,Tokyo,Hostel - 2.2km from city centre,PRIVATE,e,254 Total Reviews,7.3
Almond hostel & cafe Shibuya,2022-12-23,2022-12-24,Tokyo,Hostel - 2.2km from city centre,DORMS,₩90899,254 Total Reviews,7.3
Tokyo House Inn,2022-12-23,2022-12-24,Tokyo,Hotel - 1.5km from city centre,PRIVATE,₩19177015,66 Total Reviews,NO
Tokyo House Inn,2022-12-23,2022-12-24,Tokyo,Hotel - 1.5km from city centre,DORMS,₩9588508,66 Total Reviews,NO
&And Hostel Asakusa Kappabashi,2022-12-23,2022-12-24,Tokyo,Hostel - 9km from city centre,PRIVATE,₩124699,0 Total Reviews,NO
&And Hostel Asakusa Kappabashi,2022-12-23,2022-12-24,Tokyo,Hostel - 9km from city centre,DORMS,e,0 Total Reviews,NO
Top  Edge Hostel Koenji,2022-12-23,2022-12-24,Tokyo,Hostel - 4.2km from city centre,PRIVATE,e,12 Total Reviews,NO
Top  Edge Hostel Koenji,2022-12-23,2022-12-24,Tokyo,Hostel - 4.2km from city centre,DORMS,₩32601,12 Total Reviews,NO
Quality Hostel K's House Tokyo Oasis,2022-12-23,2022-12-24,Tokyo,Hostel - 9.6km from city centre,PRIVATE,₩125897,1041 Total Reviews,NO
Quality Hostel K's House Tokyo Oasis,2022-12-23,2022-12-24,Tokyo,Hostel - 9.6km from city centre,DORMS,e,1041 Total Reviews,NO
"Wild Cherry Blossom-HOSTEL,TOKYO KOGANEI-",2022-12-24,2022-12-25,Tokyo,Hostel - 16.6km from city centre,PRIVATE,₩137116,5 Total Reviews,9.6
"Wild Cherry Blossom-HOSTEL,TOKYO KOGANEI-",2022-12-24,2022-12-25,Tokyo,Hostel - 16.6km from city centre,DORMS,₩52737,5 Total Reviews,9.6
UNPLAN Kagurazaka,2022-12-24,2022-12-25,Tokyo,Hostel - 4km from city centre,PRIVATE,e,967 Total Reviews,9.2
UNPLAN Kagurazaka,2022-12-24,2022-12-25,Tokyo,Hostel - 4km from city centre,DORMS,₩67120,967 Total Reviews,9.2
Grids Tokyo Asakusa-Bashi Hotel&Hostel,2022-12-24,2022-12-25,Tokyo,Hostel - 8.3km from city centre,PRIVATE,e,245 Total Reviews,9.0
Grids Tokyo Asakusa-Bashi Hotel&Hostel,2022-12-24,2022-12-25,Tokyo,Hostel - 8.3km from city centre,DORMS,₩55110,245 Total Reviews,9.0
Hostel bedgasm,2022-12-24,2022-12-25,Tokyo,Hostel - 9.5km from city centre,PRIVATE,e,1314 Total Reviews,9.0
Hostel bedgasm,2022-12-24,2022-12-25,Tokyo,Hostel - 9.5km from city centre,DORMS,₩36436,1314 Total Reviews,9.0
The Millennials Shibuya,2022-12-24,2022-12-25,Tokyo,Hotel - 3.1km from city centre,PRIVATE,e,114 Total Reviews,9.0
The Millennials Shibuya,2022-12-24,2022-12-25,Tokyo,Hotel - 3.1km from city centre,DORMS,₩314503,114 Total Reviews,9.0
Focus Kuramae,2022-12-24,2022-12-25,Tokyo,Hostel - 9km from city centre,PRIVATE,e,73 Total Reviews,8.9
Focus Kuramae,2022-12-24,2022-12-25,Tokyo,Hostel - 9km from city centre,DORMS,₩60408,73 Total Reviews,8.9
hostel DEN,2022-12-24,2022-12-25,Tokyo,Hostel - 7.7km from city centre,PRIVATE,e,371 Total Reviews,8.7
hostel DEN,2022-12-24,2022-12-25,Tokyo,Hostel - 7.7km from city centre,DORMS,₩38354,371 Total Reviews,8.7
TOKYO-W-INN Asakusa,2022-12-24,2022-12-25,Tokyo,Hostel - 9.3km from city centre,PRIVATE,e,18 Total Reviews,8.7
TOKYO-W-INN Asakusa,2022-12-24,2022-12-25,Tokyo,Hostel - 9.3km from city centre,DORMS,₩53504,18 Total Reviews,8.7
UNPLAN Shinjuku,2022-12-24,2022-12-25,Tokyo,Hostel - 1.8km from city centre,PRIVATE,e,655 Total Reviews,8.6
UNPLAN Shinjuku,2022-12-24,2022-12-25,Tokyo,Hostel - 1.8km from city centre,DORMS,₩105474,655 Total Reviews,8.6
Obi Hostel,2022-12-24,2022-12-25,Tokyo,Hostel - 8.2km from city centre,PRIVATE,e,287 Total Reviews,8.3
Obi Hostel,2022-12-24,2022-12-25,Tokyo,Hostel - 8.2km from city centre,DORMS,₩53170,287 Total Reviews,8.3
Tokyo House Inn,2022-12-24,2022-12-25,Tokyo,Hotel - 1.5km from city centre,PRIVATE,₩19177015,66 Total Reviews,NO
Tokyo House Inn,2022-12-24,2022-12-25,Tokyo,Hotel - 1.5km from city centre,DORMS,₩9588508,66 Total Reviews,NO
HOTEL ADONIS near Shibuya-Male only Dorm and Group,2022-12-24,2022-12-25,Tokyo,Hostel - 3.6km from city centre,PRIVATE,e,0 Total Reviews,NO
HOTEL ADONIS near Shibuya-Male only Dorm and Group,2022-12-24,2022-12-25,Tokyo,Hostel - 3.6km from city centre,DORMS,₩89653,0 Total Reviews,NO
Capsule Hotel Anshin Oyado Ogikubo,2022-12-24,2022-12-25,Tokyo,Hostel - 6.6km from city centre,PRIVATE,e,3 Total Reviews,NO
Capsule Hotel Anshin Oyado Ogikubo,2022-12-24,2022-12-25,Tokyo,Hostel - 6.6km from city centre,DORMS,₩81502,3 Total Reviews,NO
Capsule Hotel Anshin Oyado Shinbashi,2022-12-24,2022-12-25,Tokyo,Hotel - 6.6km from city centre,PRIVATE,e,1 Total Review,NO
Capsule Hotel Anshin Oyado Shinbashi,2022-12-24,2022-12-25,Tokyo,Hotel - 6.6km from city centre,DORMS,₩67120,1 Total Review,NO
Guesthouse Sensu,2022-12-24,2022-12-25,Tokyo,Hostel - 15.7km from city centre,PRIVATE,e,30 Total Reviews,NO
Guesthouse Sensu,2022-12-24,2022-12-25,Tokyo,Hostel - 15.7km from city centre,DORMS,₩67120,30 Total Reviews,NO
Time Sharing Stay Asakusa,2022-12-26,2022-12-27,Tokyo,Hostel - 9.8km from city centre,PRIVATE,₩115062,2 Total Reviews,10
Time Sharing Stay Asakusa,2022-12-26,2022-12-27,Tokyo,Hostel - 9.8km from city centre,DORMS,₩45306,2 Total Reviews,10
Guest House Shinagawa-shuku Tokyo,2022-12-26,2022-12-27,Tokyo,Hostel - 8.7km from city centre,PRIVATE,₩62325,324 Total Reviews,10
Guest House Shinagawa-shuku Tokyo,2022-12-26,2022-12-27,Tokyo,Hostel - 8.7km from city centre,DORMS,₩46984,324 Total Reviews,10
CITAN Hostel,2022-12-26,2022-12-27,Tokyo,Hostel - 8.1km from city centre,PRIVATE,₩101878,935 Total Reviews,9.7
CITAN Hostel,2022-12-26,2022-12-27,Tokyo,Hostel - 8.1km from city centre,DORMS,₩43148,935 Total Reviews,9.7
"Wild Cherry Blossom-HOSTEL,TOKYO KOGANEI-",2022-12-26,2022-12-27,Tokyo,Hostel - 16.6km from city centre,PRIVATE,₩126568,5 Total Reviews,9.6
"Wild Cherry Blossom-HOSTEL,TOKYO KOGANEI-",2022-12-26,2022-12-27,Tokyo,Hostel - 16.6km from city centre,DORMS,₩52737,5 Total Reviews,9.6
Sakura Hotel Jimbocho,2022-12-26,2022-12-27,Tokyo,Hostel - 5.9km from city centre,PRIVATE,₩54367,444 Total Reviews,9.5
Sakura Hotel Jimbocho,2022-12-26,2022-12-27,Tokyo,Hostel - 5.9km from city centre,DORMS,₩34087,444 Total Reviews,9.5
plat hostel keikyu haneda home,2022-12-26,2022-12-27,Tokyo,Hostel - 16.6km from city centre,PRIVATE,₩165690,20 Total Reviews,9.5
plat hostel keikyu haneda home,2022-12-26,2022-12-27,Tokyo,Hostel - 16.6km from city centre,DORMS,₩34173,20 Total Reviews,9.5
Nui. Hostel & Bar Lounge,2022-12-26,2022-12-27,Tokyo,Hostel - 9.3km from city centre,PRIVATE,e,1678 Total Reviews,9.4
Nui. Hostel & Bar Lounge,2022-12-26,2022-12-27,Tokyo,Hostel - 9.3km from city centre,DORMS,₩42285,1678 Total Reviews,9.4
Imano Tokyo Ginza Hostel,2022-12-26,2022-12-27,Tokyo,Hostel - 7.6km from city centre,PRIVATE,₩102204,262 Total Reviews,9.4
Imano Tokyo Ginza Hostel,2022-12-26,2022-12-27,Tokyo,Hostel - 7.6km from city centre,DORMS,₩45090,262 Total Reviews,9.4
Sakura Hotel Ikebukuro,2022-12-26,2022-12-27,Tokyo,Hostel - 5.1km from city centre,PRIVATE,₩69881,583 Total Reviews,9.3
Sakura Hotel Ikebukuro,2022-12-26,2022-12-27,Tokyo,Hostel - 5.1km from city centre,DORMS,e,583 Total Reviews,9.3
Sakura Hostel Asakusa,2022-12-26,2022-12-27,Tokyo,Hostel - 9.8km from city centre,PRIVATE,₩137212,2170 Total Reviews,9.2
Sakura Hostel Asakusa,2022-12-26,2022-12-27,Tokyo,Hostel - 9.8km from city centre,DORMS,₩28909,2170 Total Reviews,9.2
Grids Tokyo Ueno Hotel & Hostel,2022-12-26,2022-12-27,Tokyo,Hostel - 8.4km from city centre,PRIVATE,₩177354,20 Total Reviews,9.1
Grids Tokyo Ueno Hotel & Hostel,2022-12-26,2022-12-27,Tokyo,Hostel - 8.4km from city centre,DORMS,₩42084,20 Total Reviews,9.1
Grids Tokyo Asakusa-Bashi Hotel&Hostel,2022-12-26,2022-12-27,Tokyo,Hostel - 8.3km from city centre,PRIVATE,₩77655,245 Total Reviews,9.0
Grids Tokyo Asakusa-Bashi Hotel&Hostel,2022-12-26,2022-12-27,Tokyo,Hostel - 8.3km from city centre,DORMS,₩36072,245 Total Reviews,9.0
Hostel bedgasm,2022-12-26,2022-12-27,Tokyo,Hostel - 9.5km from city centre,PRIVATE,₩101638,1314 Total Reviews,9.0
Hostel bedgasm,2022-12-26,2022-12-27,Tokyo,Hostel - 9.5km from city centre,DORMS,₩36436,1314 Total Reviews,9.0
The Millennials Shibuya,2022-12-26,2022-12-27,Tokyo,Hotel - 3.1km from city centre,PRIVATE,e,114 Total Reviews,9.0
The Millennials Shibuya,2022-12-26,2022-12-27,Tokyo,Hotel - 3.1km from city centre,DORMS,₩154855,114 Total Reviews,9.0
Focus Kuramae,2022-12-26,2022-12-27,Tokyo,Hostel - 9km from city centre,PRIVATE,₩128151,73 Total Reviews,8.9
Focus Kuramae,2022-12-26,2022-12-27,Tokyo,Hostel - 9km from city centre,DORMS,₩48326,73 Total Reviews,8.9
hostel DEN,2022-12-26,2022-12-27,Tokyo,Hostel - 7.7km from city centre,PRIVATE,₩103556,371 Total Reviews,8.7
hostel DEN,2022-12-26,2022-12-27,Tokyo,Hostel - 7.7km from city centre,DORMS,₩32217,371 Total Reviews,8.7
TOKYO-W-INN Asakusa,2022-12-26,2022-12-27,Tokyo,Hostel - 9.3km from city centre,PRIVATE,₩166553,18 Total Reviews,8.7
TOKYO-W-INN Asakusa,2022-12-26,2022-12-27,Tokyo,Hostel - 9.3km from city centre,DORMS,₩43148,18 Total Reviews,8.7
Imano Tokyo Hostel,2022-12-26,2022-12-27,Tokyo,Hostel - 1.5km from city centre,PRIVATE,e,1357 Total Reviews,8.5
Imano Tokyo Hostel,2022-12-26,2022-12-27,Tokyo,Hostel - 1.5km from city centre,DORMS,₩45090,1357 Total Reviews,8.5
Obi Hostel,2022-12-26,2022-12-27,Tokyo,Hostel - 8.2km from city centre,PRIVATE,e,287 Total Reviews,8.3
Obi Hostel,2022-12-26,2022-12-27,Tokyo,Hostel - 8.2km from city centre,DORMS,₩53170,287 Total Reviews,8.3
Capsule Hotel Anshin Oyado Akihabara,2022-12-26,2022-12-27,Tokyo,Hotel - 7.2km from city centre,PRIVATE,e,13 Total Reviews,8.3
Capsule Hotel Anshin Oyado Akihabara,2022-12-26,2022-12-27,Tokyo,Hotel - 7.2km from city centre,DORMS,₩54894,13 Total Reviews,8.3
Little Japan,2022-12-26,2022-12-27,Tokyo,Hostel - 8.5km from city centre,PRIVATE,₩73832,67 Total Reviews,8.1
Little Japan,2022-12-26,2022-12-27,Tokyo,Hostel - 8.5km from city centre,DORMS,₩36916,67 Total Reviews,8.1
&AND HOSTEL MINAMISENJU,2022-12-26,2022-12-27,Tokyo,Hostel - 10.7km from city centre,PRIVATE,₩81982,5 Total Reviews,8.0
&AND HOSTEL MINAMISENJU,2022-12-26,2022-12-27,Tokyo,Hostel - 10.7km from city centre,DORMS,₩50340,5 Total Reviews,8.0
Juyoh Hotel,2022-12-26,2022-12-27,Tokyo,Hotel - 10.7km from city centre,PRIVATE,₩31882,124 Total Reviews,7.4
Juyoh Hotel,2022-12-26,2022-12-27,Tokyo,Hotel - 10.7km from city centre,DORMS,e,124 Total Reviews,7.4
Almond hostel & cafe Shibuya,2022-12-26,2022-12-27,Tokyo,Hostel - 2.2km from city centre,PRIVATE,e,254 Total Reviews,7.3
Almond hostel & cafe Shibuya,2022-12-26,2022-12-27,Tokyo,Hostel - 2.2km from city centre,DORMS,₩61175,254 Total Reviews,7.3
Tokyo House Inn,2022-12-26,2022-12-27,Tokyo,Hotel - 1.5km from city centre,PRIVATE,₩19177015,66 Total Reviews,NO
Tokyo House Inn,2022-12-26,2022-12-27,Tokyo,Hotel - 1.5km from city centre,DORMS,₩9588508,66 Total Reviews,NO
&And Hostel Asakusa Kappabashi,2022-12-26,2022-12-27,Tokyo,Hostel - 9km from city centre,PRIVATE,₩117363,0 Total Reviews,NO
&And Hostel Asakusa Kappabashi,2022-12-26,2022-12-27,Tokyo,Hostel - 9km from city centre,DORMS,e,0 Total Reviews,NO
Top  Edge Hostel Koenji,2022-12-26,2022-12-27,Tokyo,Hostel - 4.2km from city centre,PRIVATE,e,12 Total Reviews,NO
Top  Edge Hostel Koenji,2022-12-26,2022-12-27,Tokyo,Hostel - 4.2km from city centre,DORMS,₩33560,12 Total Reviews,NO
Quality Hostel K's House Tokyo Oasis,2022-12-26,2022-12-27,Tokyo,Hostel - 9.6km from city centre,PRIVATE,₩145266,1041 Total Reviews,NO
Quality Hostel K's House Tokyo Oasis,2022-12-26,2022-12-27,Tokyo,Hostel - 9.6km from city centre,DORMS,e,1041 Total Reviews,NO
Ryoma Ikebukuro I,2022-12-26,2022-12-27,Tokyo,Hostel - 5.5km from city centre,PRIVATE,₩50627,3 Total Reviews,NO
Ryoma Ikebukuro I,2022-12-26,2022-12-27,Tokyo,Hostel - 5.5km from city centre,DORMS,₩50627,3 Total Reviews,NO
HOTEL ADONIS near Shibuya-Male only Dorm and Group,2022-12-26,2022-12-27,Tokyo,Hostel - 3.6km from city centre,PRIVATE,e,0 Total Reviews,NO
HOTEL ADONIS near Shibuya-Male only Dorm and Group,2022-12-26,2022-12-27,Tokyo,Hostel - 3.6km from city centre,DORMS,₩52737,0 Total Reviews,NO
Time Sharing Stay Asakusa,2022-12-27,2022-12-28,Tokyo,Hostel - 9.8km from city centre,PRIVATE,₩117363,2 Total Reviews,10
Time Sharing Stay Asakusa,2022-12-27,2022-12-28,Tokyo,Hostel - 9.8km from city centre,DORMS,₩48326,2 Total Reviews,10
Guest House Shinagawa-shuku Tokyo,2022-12-27,2022-12-28,Tokyo,Hostel - 8.7km from city centre,PRIVATE,₩62325,324 Total Reviews,10
Guest House Shinagawa-shuku Tokyo,2022-12-27,2022-12-28,Tokyo,Hostel - 8.7km from city centre,DORMS,₩46984,324 Total Reviews,10
CITAN Hostel,2022-12-27,2022-12-28,Tokyo,Hostel - 8.1km from city centre,PRIVATE,₩133760,935 Total Reviews,9.7
CITAN Hostel,2022-12-27,2022-12-28,Tokyo,Hostel - 8.1km from city centre,DORMS,₩43148,935 Total Reviews,9.7
"Wild Cherry Blossom-HOSTEL,TOKYO KOGANEI-",2022-12-27,2022-12-28,Tokyo,Hostel - 16.6km from city centre,PRIVATE,₩126568,5 Total Reviews,9.6
"Wild Cherry Blossom-HOSTEL,TOKYO KOGANEI-",2022-12-27,2022-12-28,Tokyo,Hostel - 16.6km from city centre,DORMS,₩52737,5 Total Reviews,9.6
Sakura Hotel Jimbocho,2022-12-27,2022-12-28,Tokyo,Hostel - 5.9km from city centre,PRIVATE,₩54367,444 Total Reviews,9.5
Sakura Hotel Jimbocho,2022-12-27,2022-12-28,Tokyo,Hostel - 5.9km from city centre,DORMS,₩32793,444 Total Reviews,9.5
Toco Tokyo Heritage Hostel,2022-12-27,2022-12-28,Tokyo,Hostel - 9.1km from city centre,PRIVATE,₩215742,924 Total Reviews,9.5
Toco Tokyo Heritage Hostel,2022-12-27,2022-12-28,Tokyo,Hostel - 9.1km from city centre,DORMS,e,924 Total Reviews,9.5
plat hostel keikyu haneda home,2022-12-27,2022-12-28,Tokyo,Hostel - 16.6km from city centre,PRIVATE,₩165690,20 Total Reviews,9.5
plat hostel keikyu haneda home,2022-12-27,2022-12-28,Tokyo,Hostel - 16.6km from city centre,DORMS,₩34173,20 Total Reviews,9.5
Nui. Hostel & Bar Lounge,2022-12-27,2022-12-28,Tokyo,Hostel - 9.3km from city centre,PRIVATE,₩116500,1678 Total Reviews,9.4
Nui. Hostel & Bar Lounge,2022-12-27,2022-12-28,Tokyo,Hostel - 9.3km from city centre,DORMS,₩42285,1678 Total Reviews,9.4
Imano Tokyo Ginza Hostel,2022-12-27,2022-12-28,Tokyo,Hostel - 7.6km from city centre,PRIVATE,₩102204,262 Total Reviews,9.4
Imano Tokyo Ginza Hostel,2022-12-27,2022-12-28,Tokyo,Hostel - 7.6km from city centre,DORMS,₩45090,262 Total Reviews,9.4
plat hostel keikyu minowa forest,2022-12-27,2022-12-28,Tokyo,Hostel - 10km from city centre,PRIVATE,₩77667,11 Total Reviews,9.3
plat hostel keikyu minowa forest,2022-12-27,2022-12-28,Tokyo,Hostel - 10km from city centre,DORMS,e,11 Total Reviews,9.3
Sakura Hostel Asakusa,2022-12-27,2022-12-28,Tokyo,Hostel - 9.8km from city centre,PRIVATE,₩137212,2170 Total Reviews,9.2
Sakura Hostel Asakusa,2022-12-27,2022-12-28,Tokyo,Hostel - 9.8km from city centre,DORMS,₩28909,2170 Total Reviews,9.2
Grids Tokyo Ueno Hotel & Hostel,2022-12-27,2022-12-28,Tokyo,Hostel - 8.4km from city centre,PRIVATE,e,20 Total Reviews,9.1
Grids Tokyo Ueno Hotel & Hostel,2022-12-27,2022-12-28,Tokyo,Hostel - 8.4km from city centre,DORMS,₩42084,20 Total Reviews,9.1
Grids Tokyo Asakusa-Bashi Hotel&Hostel,2022-12-27,2022-12-28,Tokyo,Hostel - 8.3km from city centre,PRIVATE,₩77655,245 Total Reviews,9.0
Grids Tokyo Asakusa-Bashi Hotel&Hostel,2022-12-27,2022-12-28,Tokyo,Hostel - 8.3km from city centre,DORMS,₩45090,245 Total Reviews,9.0
Hostel bedgasm,2022-12-27,2022-12-28,Tokyo,Hostel - 9.5km from city centre,PRIVATE,e,1314 Total Reviews,9.0
Hostel bedgasm,2022-12-27,2022-12-28,Tokyo,Hostel - 9.5km from city centre,DORMS,₩42189,1314 Total Reviews,9.0
The Millennials Shibuya,2022-12-27,2022-12-28,Tokyo,Hotel - 3.1km from city centre,PRIVATE,e,114 Total Reviews,9.0
The Millennials Shibuya,2022-12-27,2022-12-28,Tokyo,Hotel - 3.1km from city centre,DORMS,₩182182,114 Total Reviews,9.0
Focus Kuramae,2022-12-27,2022-12-28,Tokyo,Hostel - 9km from city centre,PRIVATE,₩100967,73 Total Reviews,8.9
Focus Kuramae,2022-12-27,2022-12-28,Tokyo,Hostel - 9km from city centre,DORMS,₩48326,73 Total Reviews,8.9
hostel DEN,2022-12-27,2022-12-28,Tokyo,Hostel - 7.7km from city centre,PRIVATE,₩103556,371 Total Reviews,8.7
hostel DEN,2022-12-27,2022-12-28,Tokyo,Hostel - 7.7km from city centre,DORMS,₩32217,371 Total Reviews,8.7
TOKYO-W-INN Asakusa,2022-12-27,2022-12-28,Tokyo,Hostel - 9.3km from city centre,PRIVATE,₩166553,18 Total Reviews,8.7
TOKYO-W-INN Asakusa,2022-12-27,2022-12-28,Tokyo,Hostel - 9.3km from city centre,DORMS,₩43148,18 Total Reviews,8.7
UNPLAN Shinjuku,2022-12-27,2022-12-28,Tokyo,Hostel - 1.8km from city centre,PRIVATE,₩652019,655 Total Reviews,8.6
UNPLAN Shinjuku,2022-12-27,2022-12-28,Tokyo,Hostel - 1.8km from city centre,DORMS,e,655 Total Reviews,8.6
Imano Tokyo Hostel,2022-12-27,2022-12-28,Tokyo,Hostel - 1.5km from city centre,PRIVATE,e,1357 Total Reviews,8.5
Imano Tokyo Hostel,2022-12-27,2022-12-28,Tokyo,Hostel - 1.5km from city centre,DORMS,₩45090,1357 Total Reviews,8.5
Obi Hostel,2022-12-27,2022-12-28,Tokyo,Hostel - 8.2km from city centre,PRIVATE,e,287 Total Reviews,8.3
Obi Hostel,2022-12-27,2022-12-28,Tokyo,Hostel - 8.2km from city centre,DORMS,₩53170,287 Total Reviews,8.3
Capsule Hotel Anshin Oyado Akihabara,2022-12-27,2022-12-28,Tokyo,Hotel - 7.2km from city centre,PRIVATE,e,13 Total Reviews,8.3
Capsule Hotel Anshin Oyado Akihabara,2022-12-27,2022-12-28,Tokyo,Hotel - 7.2km from city centre,DORMS,₩54894,13 Total Reviews,8.3
Little Japan,2022-12-27,2022-12-28,Tokyo,Hostel - 8.5km from city centre,PRIVATE,₩73832,67 Total Reviews,8.1
Little Japan,2022-12-27,2022-12-28,Tokyo,Hostel - 8.5km from city centre,DORMS,₩36916,67 Total Reviews,8.1
&AND HOSTEL MINAMISENJU,2022-12-27,2022-12-28,Tokyo,Hostel - 10.7km from city centre,PRIVATE,₩81982,5 Total Reviews,8.0
&AND HOSTEL MINAMISENJU,2022-12-27,2022-12-28,Tokyo,Hostel - 10.7km from city centre,DORMS,₩53696,5 Total Reviews,8.0
Juyoh Hotel,2022-12-27,2022-12-28,Tokyo,Hotel - 10.7km from city centre,PRIVATE,₩31882,124 Total Reviews,7.4
Juyoh Hotel,2022-12-27,2022-12-28,Tokyo,Hotel - 10.7km from city centre,DORMS,e,124 Total Reviews,7.4
Almond hostel & cafe Shibuya,2022-12-27,2022-12-28,Tokyo,Hostel - 2.2km from city centre,PRIVATE,e,254 Total Reviews,7.3
Almond hostel & cafe Shibuya,2022-12-27,2022-12-28,Tokyo,Hostel - 2.2km from city centre,DORMS,₩51586,254 Total Reviews,7.3
Tokyo House Inn,2022-12-27,2022-12-28,Tokyo,Hotel - 1.5km from city centre,PRIVATE,₩19177015,66 Total Reviews,NO
Tokyo House Inn,2022-12-27,2022-12-28,Tokyo,Hotel - 1.5km from city centre,DORMS,₩9588508,66 Total Reviews,NO
&And Hostel Asakusa Kappabashi,2022-12-27,2022-12-28,Tokyo,Hostel - 9km from city centre,PRIVATE,₩117363,0 Total Reviews,NO
&And Hostel Asakusa Kappabashi,2022-12-27,2022-12-28,Tokyo,Hostel - 9km from city centre,DORMS,e,0 Total Reviews,NO
Top  Edge Hostel Koenji,2022-12-27,2022-12-28,Tokyo,Hostel - 4.2km from city centre,PRIVATE,e,12 Total Reviews,NO
Top  Edge Hostel Koenji,2022-12-27,2022-12-28,Tokyo,Hostel - 4.2km from city centre,DORMS,₩33560,12 Total Reviews,NO
Quality Hostel K's House Tokyo Oasis,2022-12-27,2022-12-28,Tokyo,Hostel - 9.6km from city centre,PRIVATE,₩145266,1041 Total Reviews,NO
Quality Hostel K's House Tokyo Oasis,2022-12-27,2022-12-28,Tokyo,Hostel - 9.6km from city centre,DORMS,e,1041 Total Reviews,NO
Time Sharing Stay Asakusa,2022-12-28,2022-12-29,Tokyo,Hostel - 9.8km from city centre,PRIVATE,₩117363,2 Total Reviews,10
Time Sharing Stay Asakusa,2022-12-28,2022-12-29,Tokyo,Hostel - 9.8km from city centre,DORMS,₩51347,2 Total Reviews,10
Guest House Shinagawa-shuku Tokyo,2022-12-28,2022-12-29,Tokyo,Hostel - 8.7km from city centre,PRIVATE,₩67120,324 Total Reviews,10
Guest House Shinagawa-shuku Tokyo,2022-12-28,2022-12-29,Tokyo,Hostel - 8.7km from city centre,DORMS,₩46984,324 Total Reviews,10
CITAN Hostel,2022-12-28,2022-12-29,Tokyo,Hostel - 8.1km from city centre,PRIVATE,₩120815,935 Total Reviews,9.7
CITAN Hostel,2022-12-28,2022-12-29,Tokyo,Hostel - 8.1km from city centre,DORMS,₩43148,935 Total Reviews,9.7
"Wild Cherry Blossom-HOSTEL,TOKYO KOGANEI-",2022-12-28,2022-12-29,Tokyo,Hostel - 16.6km from city centre,PRIVATE,₩126568,5 Total Reviews,9.6
"Wild Cherry Blossom-HOSTEL,TOKYO KOGANEI-",2022-12-28,2022-12-29,Tokyo,Hostel - 16.6km from city centre,DORMS,₩52737,5 Total Reviews,9.6
Sakura Hotel Jimbocho,2022-12-28,2022-12-29,Tokyo,Hostel - 5.9km from city centre,PRIVATE,₩65240,444 Total Reviews,9.5
Sakura Hotel Jimbocho,2022-12-28,2022-12-29,Tokyo,Hostel - 5.9km from city centre,DORMS,₩40905,444 Total Reviews,9.5
plat hostel keikyu haneda home,2022-12-28,2022-12-29,Tokyo,Hostel - 16.6km from city centre,PRIVATE,₩193305,20 Total Reviews,9.5
plat hostel keikyu haneda home,2022-12-28,2022-12-29,Tokyo,Hostel - 16.6km from city centre,DORMS,₩46600,20 Total Reviews,9.5
Nui. Hostel & Bar Lounge,2022-12-28,2022-12-29,Tokyo,Hostel - 9.3km from city centre,PRIVATE,₩120815,1678 Total Reviews,9.4
Nui. Hostel & Bar Lounge,2022-12-28,2022-12-29,Tokyo,Hostel - 9.3km from city centre,DORMS,₩44011,1678 Total Reviews,9.4
Imano Tokyo Ginza Hostel,2022-12-28,2022-12-29,Tokyo,Hostel - 7.6km from city centre,PRIVATE,e,262 Total Reviews,9.4
Imano Tokyo Ginza Hostel,2022-12-28,2022-12-29,Tokyo,Hostel - 7.6km from city centre,DORMS,₩45090,262 Total Reviews,9.4
plat hostel keikyu minowa forest,2022-12-28,2022-12-29,Tokyo,Hostel - 10km from city centre,PRIVATE,₩82845,11 Total Reviews,9.3
plat hostel keikyu minowa forest,2022-12-28,2022-12-29,Tokyo,Hostel - 10km from city centre,DORMS,e,11 Total Reviews,9.3
Sakura Hotel Ikebukuro,2022-12-28,2022-12-29,Tokyo,Hostel - 5.1km from city centre,PRIVATE,₩69881,583 Total Reviews,9.3
Sakura Hotel Ikebukuro,2022-12-28,2022-12-29,Tokyo,Hostel - 5.1km from city centre,DORMS,₩32985,583 Total Reviews,9.3
Sakura Hostel Asakusa,2022-12-28,2022-12-29,Tokyo,Hostel - 9.8km from city centre,PRIVATE,₩137212,2170 Total Reviews,9.2
Sakura Hostel Asakusa,2022-12-28,2022-12-29,Tokyo,Hostel - 9.8km from city centre,DORMS,₩28909,2170 Total Reviews,9.2
Grids Tokyo Asakusa-Bashi Hotel&Hostel,2022-12-28,2022-12-29,Tokyo,Hostel - 8.3km from city centre,PRIVATE,e,245 Total Reviews,9.0
Grids Tokyo Asakusa-Bashi Hotel&Hostel,2022-12-28,2022-12-29,Tokyo,Hostel - 8.3km from city centre,DORMS,₩45090,245 Total Reviews,9.0
Hostel bedgasm,2022-12-28,2022-12-29,Tokyo,Hostel - 9.5km from city centre,PRIVATE,e,1314 Total Reviews,9.0
